step,total_cost,total_scaled_cost,average_cost_per_plane,total_lateness,total_scaled_lateness,average_lateness_per_plane,total_steps,average_steps,total_waiting_steps,total_waiting_to_process_steps,total_waiting_for_route_steps,max_seconds_to_complete,total_malfunctions,missed_deliveries,total_rewards_for_all_agents,average_rewards_for_all_agents,score,total_cargo_generated,dynamic_cargo_generated
2041,48.85920100790339,7.403745923327088,24.429600503951693,1576,2.858002645502645,788.0,2041,1020.5,81,81,0,21000,798,19,-31538.52709889999,-15769.263549449995,192.9320401047359,50,10
2042,48.85920100790339,7.403745923327088,24.429600503951693,1582,2.8688492063492066,791.0,2042,1021.0,81,81,0,21010,798,19,-31556.52709889999,-15778.263549449995,192.94288666558248,50,10
2043,48.85920100790339,7.403745923327088,24.429600503951693,1588,2.8796957671957673,794.0,2043,1021.5,81,81,0,21020,798,19,-31574.52709889999,-15787.263549449995,192.95373322642902,50,10
2044,48.85920100790339,7.403745923327088,24.429600503951693,1594,2.890542328042328,797.0,2044,1022.0,81,81,0,21030,798,19,-31592.52709889999,-15796.263549449995,192.9645797872756,50,10
2045,48.85920100790339,7.403745923327088,24.429600503951693,1600,2.9013888888888886,800.0,2045,1022.5,81,81,0,21040,798,19,-31610.52709889999,-15805.263549449995,192.97542634812217,50,10
2046,48.85920100790339,7.403745923327088,24.429600503951693,1606,2.9122354497354492,803.0,2046,1023.0,81,81,0,21050,798,19,-31628.52709889999,-15814.263549449995,192.98627290896872,50,10
2047,48.85920100790339,7.403745923327088,24.429600503951693,1612,2.923082010582011,806.0,2047,1023.5,81,81,0,21060,798,19,-31646.52709889999,-15823.263549449995,192.9971194698153,50,10
2048,48.85920100790339,7.403745923327088,24.429600503951693,1618,2.9339285714285714,809.0,2048,1024.0,81,81,0,21070,798,19,-31664.52709889999,-15832.263549449995,193.00796603066183,50,10
2049,48.85920100790339,7.403745923327088,24.429600503951693,1624,2.9447751322751325,812.0,2049,1024.5,81,81,0,21080,798,19,-31682.52709889999,-15841.263549449995,193.0188125915084,50,10
2050,48.85920100790339,7.403745923327088,24.429600503951693,1630,2.955621693121693,815.0,2050,1025.0,81,81,0,21090,798,19,-31700.52709889999,-15850.263549449995,193.02965915235495,50,10
2051,48.85920100790339,7.403745923327088,24.429600503951693,1636,2.9664682539682543,818.0,2051,1025.5,81,81,0,21100,800,19,-31718.52709889999,-15859.263549449995,193.04050571320153,50,10
2052,48.85920100790339,7.403745923327088,24.429600503951693,1642,2.977314814814815,821.0,2052,1026.0,81,81,0,21110,800,19,-31736.52709889999,-15868.263549449995,193.05135227404807,50,10
2053,48.85920100790339,7.403745923327088,24.429600503951693,1648,2.9881613756613756,824.0,2053,1026.5,81,81,0,21120,800,19,-31754.52709889999,-15877.263549449995,193.06219883489464,50,10
2054,48.85920100790339,7.403745923327088,24.429600503951693,1654,2.9990079365079363,827.0,2054,1027.0,81,81,0,21130,800,19,-31772.52709889999,-15886.263549449995,193.0730453957412,50,10
2055,48.85920100790339,7.403745923327088,24.429600503951693,1660,3.0098544973544974,830.0,2055,1027.5,81,81,0,21140,800,19,-31790.52709889999,-15895.263549449995,193.08389195658776,50,10
2056,48.85920100790339,7.403745923327088,24.429600503951693,1666,3.0207010582010576,833.0,2056,1028.0,81,81,0,21150,800,19,-31808.52709889999,-15904.263549449995,193.09473851743434,50,10
2057,48.85920100790339,7.403745923327088,24.429600503951693,1672,3.031547619047619,836.0,2057,1028.5,81,81,0,21160,800,19,-31826.52709889999,-15913.263549449995,193.10558507828088,50,10
2058,48.85920100790339,7.403745923327088,24.429600503951693,1678,3.04239417989418,839.0,2058,1029.0,81,81,0,21170,800,19,-31844.52709889999,-15922.263549449995,193.11643163912746,50,10
2059,48.85920100790339,7.403745923327088,24.429600503951693,1684,3.0532407407407405,842.0,2059,1029.5,81,81,0,21180,800,19,-31862.52709889999,-15931.263549449995,193.127278199974,50,10
2060,48.85920100790339,7.403745923327088,24.429600503951693,1690,3.0640873015873016,845.0,2060,1030.0,81,81,0,21190,800,19,-31880.52709889999,-15940.263549449995,193.13812476082057,50,10
2061,48.85920100790339,7.403745923327088,24.429600503951693,1696,3.0749338624338627,848.0,2061,1030.5,81,81,0,21200,802,19,-31898.52709889999,-15949.263549449995,193.14897132166712,50,10
2062,48.85920100790339,7.403745923327088,24.429600503951693,1702,3.0857804232804233,851.0,2062,1031.0,81,81,0,21210,802,19,-31916.52709889999,-15958.263549449995,193.1598178825137,50,10
2063,48.85920100790339,7.403745923327088,24.429600503951693,1708,3.096626984126984,854.0,2063,1031.5,81,81,0,21220,802,19,-31934.52709889999,-15967.263549449995,193.17066444336024,50,10
2064,48.85920100790339,7.403745923327088,24.429600503951693,1714,3.107473544973545,857.0,2064,1032.0,81,81,0,21230,802,19,-31952.52709889999,-15976.263549449995,193.1815110042068,50,10
2065,48.85920100790339,7.403745923327088,24.429600503951693,1720,3.1183201058201058,860.0,2065,1032.5,81,81,0,21240,802,19,-31970.52709889999,-15985.263549449995,193.19235756505338,50,10
2066,48.85920100790339,7.403745923327088,24.429600503951693,1726,3.1291666666666664,863.0,2066,1033.0,81,81,0,21250,802,19,-31988.52709889999,-15994.263549449995,193.20320412589993,50,10
2067,48.85920100790339,7.403745923327088,24.429600503951693,1732,3.1400132275132275,866.0,2067,1033.5,81,81,0,21260,802,19,-32006.52709889999,-16003.263549449995,193.2140506867465,50,10
2068,48.85920100790339,7.403745923327088,24.429600503951693,1738,3.1508597883597886,869.0,2068,1034.0,81,81,0,21270,802,19,-32024.52709889999,-16012.263549449995,193.22489724759305,50,10
2069,48.85920100790339,7.403745923327088,24.429600503951693,1744,3.1617063492063493,872.0,2069,1034.5,81,81,0,21280,802,19,-32042.52709889999,-16021.263549449995,193.23574380843962,50,10
2070,48.85920100790339,7.403745923327088,24.429600503951693,1750,3.17255291005291,875.0,2070,1035.0,81,81,0,21290,802,19,-32060.52709889999,-16030.263549449995,193.24659036928617,50,10
2071,48.85920100790339,7.403745923327088,24.429600503951693,1756,3.183399470899471,878.0,2071,1035.5,81,81,0,21300,802,19,-32078.52709889999,-16039.263549449995,193.25743693013274,50,10
2072,48.85920100790339,7.403745923327088,24.429600503951693,1762,3.1942460317460313,881.0,2072,1036.0,81,81,0,21310,804,19,-32096.52709889999,-16048.263549449995,193.2682834909793,50,10
2073,48.85920100790339,7.403745923327088,24.429600503951693,1768,3.2050925925925924,884.0,2073,1036.5,81,81,0,21320,804,19,-32114.52709889999,-16057.263549449995,193.27913005182586,50,10
2074,48.85920100790339,7.403745923327088,24.429600503951693,1774,3.2159391534391535,887.0,2074,1037.0,81,81,0,21330,806,19,-32132.52709889999,-16066.263549449995,193.28997661267243,50,10
2075,48.85920100790339,7.403745923327088,24.429600503951693,1780,3.226785714285714,890.0,2075,1037.5,81,81,0,21340,806,19,-32150.52709889999,-16075.263549449995,193.30082317351898,50,10
2076,48.85920100790339,7.403745923327088,24.429600503951693,1786,3.2376322751322753,893.0,2076,1038.0,81,81,0,21350,806,19,-32168.52709889999,-16084.263549449995,193.31166973436555,50,10
2077,48.85920100790339,7.403745923327088,24.429600503951693,1792,3.2484788359788364,896.0,2077,1038.5,81,81,0,21360,806,19,-32186.52709889999,-16093.263549449995,193.3225162952121,50,10
2078,48.85920100790339,7.403745923327088,24.429600503951693,1798,3.259325396825397,899.0,2078,1039.0,81,81,0,21370,806,19,-32204.52709889999,-16102.263549449995,193.33336285605867,50,10
2079,48.85920100790339,7.403745923327088,24.429600503951693,1804,3.2701719576719577,902.0,2079,1039.5,81,81,0,21380,806,19,-32222.52709889999,-16111.263549449995,193.34420941690522,50,10
2080,48.85920100790339,7.403745923327088,24.429600503951693,1810,3.2810185185185183,905.0,2080,1040.0,81,81,0,21390,806,19,-32240.52709889999,-16120.263549449995,193.3550559777518,50,10
2081,48.85920100790339,7.403745923327088,24.429600503951693,1816,3.291865079365079,908.0,2081,1040.5,81,81,0,21400,806,19,-32258.52709889999,-16129.263549449995,193.36590253859833,50,10
2082,48.85920100790339,7.403745923327088,24.429600503951693,1822,3.3027116402116405,911.0,2082,1041.0,81,81,0,21410,808,19,-32276.52709889999,-16138.263549449995,193.3767490994449,50,10
2083,48.85920100790339,7.403745923327088,24.429600503951693,1828,3.313558201058201,914.0,2083,1041.5,81,81,0,21420,808,19,-32294.52709889999,-16147.263549449995,193.38759566029148,50,10
2084,48.85920100790339,7.403745923327088,24.429600503951693,1834,3.3244047619047623,917.0,2084,1042.0,81,81,0,21430,810,19,-32312.52709889999,-16156.263549449995,193.39844222113803,50,10
2085,48.85920100790339,7.403745923327088,24.429600503951693,1840,3.335251322751323,920.0,2085,1042.5,81,81,0,21440,810,19,-32330.52709889999,-16165.263549449995,193.4092887819846,50,10
2086,48.85920100790339,7.403745923327088,24.429600503951693,1846,3.346097883597884,923.0,2086,1043.0,81,81,0,21450,810,19,-32348.52709889999,-16174.263549449995,193.42013534283114,50,10
2087,48.85920100790339,7.403745923327088,24.429600503951693,1852,3.3569444444444443,926.0,2087,1043.5,81,81,0,21460,810,19,-32366.52709889999,-16183.263549449995,193.43098190367772,50,10
2088,48.85920100790339,7.403745923327088,24.429600503951693,1858,3.3677910052910054,929.0,2088,1044.0,81,81,0,21470,810,19,-32384.52709889999,-16192.263549449995,193.44182846452426,50,10
2089,48.85920100790339,7.403745923327088,24.429600503951693,1864,3.378637566137566,932.0,2089,1044.5,81,81,0,21480,810,19,-32402.52709889999,-16201.263549449995,193.45267502537084,50,10
2090,48.85920100790339,7.403745923327088,24.429600503951693,1870,3.3894841269841267,935.0,2090,1045.0,81,81,0,21490,810,19,-32420.52709889999,-16210.263549449995,193.46352158621738,50,10
2091,48.85920100790339,7.403745923327088,24.429600503951693,1876,3.4003306878306874,938.0,2091,1045.5,81,81,0,21500,810,19,-32438.52709889999,-16219.263549449995,193.47436814706396,50,10
2092,48.85920100790339,7.403745923327088,24.429600503951693,1882,3.4111772486772485,941.0,2092,1046.0,81,81,0,21510,810,19,-32456.52709889999,-16228.263549449995,193.48521470791053,50,10
2093,48.85920100790339,7.403745923327088,24.429600503951693,1888,3.4220238095238096,944.0,2093,1046.5,81,81,0,21520,810,19,-32474.52709889999,-16237.263549449995,193.49606126875707,50,10
2094,48.85920100790339,7.403745923327088,24.429600503951693,1894,3.4328703703703702,947.0,2094,1047.0,81,81,0,21530,810,19,-32492.52709889999,-16246.263549449995,193.50690782960365,50,10
2095,48.85920100790339,7.403745923327088,24.429600503951693,1900,3.4437169312169313,950.0,2095,1047.5,81,81,0,21540,810,19,-32510.52709889999,-16255.263549449995,193.5177543904502,50,10
2096,48.85920100790339,7.403745923327088,24.429600503951693,1906,3.454563492063492,953.0,2096,1048.0,81,81,0,21550,810,19,-32528.52709889999,-16264.263549449995,193.52860095129677,50,10
2097,48.85920100790339,7.403745923327088,24.429600503951693,1912,3.4654100529100527,956.0,2097,1048.5,81,81,0,21560,810,19,-32546.52709889999,-16273.263549449995,193.5394475121433,50,10
2098,48.85920100790339,7.403745923327088,24.429600503951693,1918,3.4762566137566138,959.0,2098,1049.0,81,81,0,21570,810,19,-32564.52709889999,-16282.263549449995,193.55029407298989,50,10
2099,48.85920100790339,7.403745923327088,24.429600503951693,1924,3.487103174603175,962.0,2099,1049.5,81,81,0,21580,810,19,-32582.52709889999,-16291.263549449995,193.56114063383643,50,10
2100,48.85920100790339,7.403745923327088,24.429600503951693,1930,3.4979497354497355,965.0,2100,1050.0,81,81,0,21590,812,19,-32600.52709889999,-16300.263549449995,193.571987194683,50,10
2101,48.85920100790339,7.403745923327088,24.429600503951693,1936,3.508796296296296,968.0,2101,1050.5,81,81,0,21600,814,19,-32618.52709889999,-16309.263549449995,193.58283375552955,50,10
2102,48.85920100790339,7.403745923327088,24.429600503951693,1942,3.5196428571428573,971.0,2102,1051.0,81,81,0,21610,814,19,-32636.52709889999,-16318.263549449995,193.59368031637612,50,10
2103,48.85920100790339,7.403745923327088,24.429600503951693,1948,3.5304894179894175,974.0,2103,1051.5,81,81,0,21620,814,19,-32654.52709889999,-16327.263549449995,193.6045268772227,50,10
2104,48.85920100790339,7.403745923327088,24.429600503951693,1954,3.5413359788359786,977.0,2104,1052.0,81,81,0,21630,814,19,-32672.52709889999,-16336.263549449995,193.61537343806924,50,10
2105,48.85920100790339,7.403745923327088,24.429600503951693,1960,3.5521825396825397,980.0,2105,1052.5,81,81,0,21640,814,19,-32690.52709889999,-16345.263549449995,193.62621999891581,50,10
2106,48.85920100790339,7.403745923327088,24.429600503951693,1966,3.563029100529101,983.0,2106,1053.0,81,81,0,21650,814,19,-32708.52709889999,-16354.263549449995,193.63706655976236,50,10
2107,48.85920100790339,7.403745923327088,24.429600503951693,1972,3.573875661375661,986.0,2107,1053.5,81,81,0,21660,814,19,-32726.52709889999,-16363.263549449995,193.64791312060893,50,10
2108,48.85920100790339,7.403745923327088,24.429600503951693,1978,3.584722222222222,989.0,2108,1054.0,81,81,0,21670,814,19,-32744.52709889999,-16372.263549449995,193.65875968145548,50,10
2109,48.85920100790339,7.403745923327088,24.429600503951693,1984,3.595568783068783,992.0,2109,1054.5,81,81,0,21680,816,19,-32762.52709889999,-16381.263549449995,193.66960624230205,50,10
2110,48.85920100790339,7.403745923327088,24.429600503951693,1990,3.606415343915344,995.0,2110,1055.0,81,81,0,21690,816,19,-32780.52709889999,-16390.263549449995,193.6804528031486,50,10
2111,48.85920100790339,7.403745923327088,24.429600503951693,1996,3.6172619047619046,998.0,2111,1055.5,81,81,0,21700,816,19,-32798.52709889999,-16399.263549449995,193.69129936399517,50,10
2112,48.85920100790339,7.403745923327088,24.429600503951693,2002,3.628108465608466,1001.0,2112,1056.0,81,81,0,21710,816,19,-32816.52709889999,-16408.263549449995,193.70214592484174,50,10
2113,48.85920100790339,7.403745923327088,24.429600503951693,2008,3.6389550264550268,1004.0,2113,1056.5,81,81,0,21720,816,19,-32834.52709889999,-16417.263549449995,193.7129924856883,50,10
2114,48.85920100790339,7.403745923327088,24.429600503951693,2014,3.6498015873015874,1007.0,2114,1057.0,81,81,0,21730,818,19,-32852.52709889999,-16426.263549449995,193.72383904653486,50,10
2115,48.85920100790339,7.403745923327088,24.429600503951693,2020,3.660648148148148,1010.0,2115,1057.5,81,81,0,21740,818,19,-32870.52709889999,-16435.263549449995,193.7346856073814,50,10
2116,48.85920100790339,7.403745923327088,24.429600503951693,2026,3.6714947089947088,1013.0,2116,1058.0,81,81,0,21750,818,19,-32888.52709889999,-16444.263549449995,193.74553216822798,50,10
2117,48.85920100790339,7.403745923327088,24.429600503951693,2032,3.6823412698412694,1016.0,2117,1058.5,81,81,0,21760,818,19,-32906.52709889999,-16453.263549449995,193.75637872907453,50,10
2118,48.85920100790339,7.403745923327088,24.429600503951693,2038,3.6931878306878305,1019.0,2118,1059.0,81,81,0,21770,818,19,-32924.52709889999,-16462.263549449995,193.7672252899211,50,10
2119,48.85920100790339,7.403745923327088,24.429600503951693,2044,3.7040343915343916,1022.0,2119,1059.5,81,81,0,21780,820,19,-32942.52709889999,-16471.263549449995,193.77807185076765,50,10
2120,48.85920100790339,7.403745923327088,24.429600503951693,2050,3.7148809523809527,1025.0,2120,1060.0,81,81,0,21790,820,19,-32960.52709889999,-16480.263549449995,193.78891841161422,50,10
2121,48.85920100790339,7.403745923327088,24.429600503951693,2056,3.7257275132275134,1028.0,2121,1060.5,81,81,0,21800,820,19,-32978.52709889999,-16489.263549449995,193.7997649724608,50,10
2122,48.85920100790339,7.403745923327088,24.429600503951693,2062,3.736574074074074,1031.0,2122,1061.0,81,81,0,21810,820,19,-32996.52709889999,-16498.263549449995,193.81061153330734,50,10
2123,48.85920100790339,7.403745923327088,24.429600503951693,2069,3.7492063492063497,1034.5,2123,1061.5,81,81,0,21820,820,19,-33016.52709889999,-16508.263549449995,193.82324380843963,50,10
2124,48.85920100790339,7.403745923327088,24.429600503951693,2076,3.7618386243386244,1038.0,2124,1062.0,81,81,0,21830,820,19,-33036.52709889999,-16518.263549449995,193.8358760835719,50,10
2125,48.85920100790339,7.403745923327088,24.429600503951693,2083,3.7744708994708995,1041.5,2125,1062.5,81,81,0,21840,820,19,-33056.52709889999,-16528.263549449995,193.84850835870418,50,10
2126,48.85920100790339,7.403745923327088,24.429600503951693,2090,3.7871031746031742,1045.0,2126,1063.0,81,81,0,21850,820,19,-33076.52709889999,-16538.263549449995,193.86114063383644,50,10
2127,48.85920100790339,7.403745923327088,24.429600503951693,2097,3.7997354497354503,1048.5,2127,1063.5,81,81,0,21860,820,19,-33096.52709889999,-16548.263549449995,193.8737729089687,50,10
2128,48.85920100790339,7.403745923327088,24.429600503951693,2104,3.812367724867725,1052.0,2128,1064.0,81,81,0,21870,820,19,-33116.52709889999,-16558.263549449995,193.886405184101,50,10
2129,48.85920100790339,7.403745923327088,24.429600503951693,2111,3.825,1055.5,2129,1064.5,81,81,0,21880,820,19,-33136.52709889999,-16568.263549449995,193.89903745923326,50,10
2130,48.85920100790339,7.403745923327088,24.429600503951693,2118,3.8376322751322753,1059.0,2130,1065.0,81,81,0,21890,822,19,-33156.52709889999,-16578.263549449995,193.91166973436555,50,10
2131,48.85920100790339,7.403745923327088,24.429600503951693,2125,3.8502645502645505,1062.5,2131,1065.5,81,81,0,21900,822,19,-33176.52709889999,-16588.263549449995,193.9243020094978,50,10
2132,48.85920100790339,7.403745923327088,24.429600503951693,2132,3.862896825396825,1066.0,2132,1066.0,81,81,0,21910,822,19,-33196.52709889999,-16598.263549449995,193.9369342846301,50,10
2133,48.85920100790339,7.403745923327088,24.429600503951693,2139,3.875529100529101,1069.5,2133,1066.5,81,81,0,21920,824,19,-33216.52709889999,-16608.263549449995,193.94956655976236,50,10
